web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,position,image3,image4,image5
1777311192-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,La amabilidad de la berenjena,witto w,"Que gusto da encontrar un pequeño bar, entrar porque parece acojedor, pedir unas cañas y ver que tienen cosas ricas para picar.

Hasta aquí normal, pero cuando sale la camarera fuera de la barra y te explica plato por plato, te recomienda y habla contigo como si fueras de la familia, la experiencia no tiene precio.

Por otra parte la comida es estupenda, no dejeis de probar las berenjenas, el resto dejad que os aconsejen, todo sorprende.",5 contribuciones,Escrita el 28 de marzo de 2018,5 contribuciones,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,5.0,,,
1777311192-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Dumping pato espectacular,Isabel Y,"Fui a cenar este sábado 3 de marzo. ..langostinos con queso (philadelphia), la especialidad de la casa que es una ensalada de tomate kumato y mozarela(muy buena), Dumping de pato, setas y trufa (espectacular)...aunque es 1 y se acaba pronto y el rodaballo (lo peor de todo)...no estaba malo pero te fríen el esqueleto para que te lo comas pero me pareció pura fritanga y el pescado estaba simplón!!
Lo malo? Nos retrasamos un poco porque era imposible aparcar y nos trajeron la cuenta  (sin posibilidad de postre) pues había otro turno a las 22:30.
La mesa era pequeña e inaccesible para alguien que lleva falda...pero repetiré pata probar el pollo crunchy y alguna cosita más.",44 contribuciones,Escrita el 5 de marzo de 2018,"Alcalá de Henares, España",,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,44.0,,,
1777311192-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Cena con amigas,Cristina M,"Primera vez que me sirven un plato con burrata de calidad. El pulpo y el risotto muy buenos.
Lo más excepcional la atención del dueño y personal. De 11 sobre 10.
Volveremos seguro",14 contribuciones,Escrita el 5 de marzo de 2018,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,14.0,,,
1777311192-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Excelente,aceaaron92,"Fuimos a comer el domingo con reserva. Fuimos al segundo turno y tuvimos que esperar unos minutos. No fue problema porque nos tomamos una caña. Solo hay dos mesitas, un poco pequeñas, pero atencion y comida hacen que te olvides de esto. La ensalada caprise está de chuparse los dedos. Los langostinos empanados con queso también buenísimos, como las croquetas de chipirón. Tomamos vieiras, ya que navajas no tenían. La presentación muy buena, pero quizás fue el plato que menos nos gustó. Terminamos con carrillera, también riquísima. Todo acompañado de vino y terminando con culant de chocolate. 45€ por persona pero salimos casi rodando. La atención un 10 desde que llamamos para reservar hasta que salimos por la puerta. Repetimos seguro.",295 contribuciones,Escrita el 5 de marzo de 2018,"Tenerife, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a0/b8/10/aceaaron92.jpg?w=100&h=-1&s=1,,295.0,,,
1777311192-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Excelente comida y trato excepcional,Stiflercc18,"Camareros majísimos y atentos, comida espectacular y curiosa.

Muy recomendable la ensalada caprese con trufa.

Para repetir sin duda.",2 contribuciones,Escrita el 2 de marzo de 2018,"Madrid, España",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/cf/97/ec/stiflercc18.jpg?w=100&h=-1&s=1,,2.0,,,
1777311180-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Comida muy rica y elaborada,yolauytu,"Es un restaurante pequeño, donde posiblemente tengas que comer en la barra (sólo hay 2 o 3 mesas) pero realmente merece la pena conocer este pequeño lugar. 
Es muy acogedor, el ambiente muy agradable y el personal simpático. 
La comida está muy elaborada, con sabores sorprendentes, diferentes y trabajado. Se nota que hay una persona con mucho talento en esa cocina. Enhorabuena.",131 contribuciones,131,Escrita el 1 de octubre de 2018,"Comunidad de Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e6/db/fe/img-20180401-152752-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e6/dc/00/img-20180401-153434-largejpg.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e6/dc/02/img-20180401-153809-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e6/dc/01/img-20180401-153644-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/8e/3a/d4/yolauytu.jpg?w=100&h=-1&s=1
1777311180-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Tan especial como siempre,MiriamCG,"Siempre sorprende la cocina tan bien hecha de La Berenjena.
Se nota que los platos estan cuidadosamente pensados. El sabor es sorprendente y perfecto!
Y qué decir del personal! Son un auténtico amor que no dejan de preocuparse por que estés perfecto en todo momento.
Todo esto unido a lo original de este sitio en el que tan sólo cuentan con dos mesas y una pequeña barra, lo hace especial!",482 contribuciones,482,Escrita el 15 de septiembre de 2018,"Madrid, España",,,,,,,Leer más,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1
1777311180-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Uno entre un millón.,Juanbzn,Fuimos por los comentarios de Tripavisor y la verdad quedamos bastante decepcionados. La comida es muy normal y no es caro pero el local deja bastante que desear y el servicio tampoco acompaña.,28 contribuciones,28,Escrita el 7 de septiembre de 2018,28 contribuciones,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1
1777311180-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Buenísimo,amayafrutos,Me llevó una amiga y ha sido todo un descubrimiento. Raciones bienísimas aunque el local es super pequeño! mejor ir pronto y empezar a cañas pero al menos así coges sitio. A ver si con el tiempo se hacen con un local más grande...,13 contribuciones,13,Escrita el 22 de agosto de 2018,"A Coruña, España",Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,
1777311180-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Pequeñito pero resulton,Pedro M,"Bar con muy buenas raciones y vinos por copas para sentarse debes encomendarte a los dioses solo tienen dos mesas

Buen ambiente y servicio amabilisimo",12 contribuciones,12,Escrita el 12 de agosto de 2018,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1
1777311180-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Para repetir!!,Ruben A,"Hola a tod@s!! Nos encanta este pequeño Restaurante-Bar con encanto! Hemos estado ya varias veces y os recomiendo que probeis las piedras de foie, los cangrejitos, la ensalada con queso de burrata, las croquetas, la alita reconstruida... Está todo buenísimo! El precio es asequible. Es para comer en barra y dentro tienen una mesa. Espero haberos ayudado!",29 contribuciones,29,Escrita el 25 de julio de 2018,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1
1777311180-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Realmente ricas raciones,Enrique Q,"Solamente tiene dos mesas, por lo que o comes en la barra o reservas. Pedimos cuatro platos y un postre para compartir. Bastante elaboradas y con producto de calidad. Las raciones no son muy grandes por lo que hay que pedir varias, así se prueban más. Muy buen servicio que te aconseja perfectamente. Los precios bastante ajustados. Buena selección de vinos por copas.",388 contribuciones,388,Escrita el 16 de julio de 2018,"Madrid, España",Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1
1777311180-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Espectacular!!,amayatrzn,Los platos especialmente ricos y el servicio y atención super bueno. Muchas gracias Raquel y a todo el equipo de la berenjena por su trato especializado y divertido!!,37 contribuciones,37,Escrita el 9 de julio de 2018,"Zaragoza, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/9f/cd/c7/la-berenjena.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/9f/cd/f4/la-berenjena.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1
1777311180-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,"Las Cosas tan Pequeñitas, siempre son las mejores!!!",CROJO8,"Nos encanta conocer sitios nuevos en Madrid, es un privilegio vivir en esta ciudad que no deja de sorprenderte. Está vez le tocó a la Taberna La Berenjena, que reúne tradición y diseño en el barrio madrileño de Lavapiés (así como en numerosas ocasiones vamos recomendados, está vez entramos de casualidad, la fachada es muy auténtica y te llama a ello).

madrileño de Lavapiés.

¿Qué más se puede pedir, un sábado por la noche, que la expectativa de pasar una agradable velada con amigos degustando un delicioso menú? El lugar elegido, hasta entonces desconocido para mí es, al parecer, uno de los locales que se ha puesto de moda en la capital gracias al ""boca a boca"" de los que han comido en él ¿No os parece la mejor de las recomendaciones?

Lo primero que pensé al entrar en esta taberna fue ""qué local más pequeño"", incluso me despistó no ver ninguna mesa sino una barra adosada a la pared. Pero es lo que es, un establecimiento que cuenta con pocos metros de espacio, pero os aseguro que quedan compensados con la calidad de los platos que se sirven y la simpatía de sus propietarias (luego he investigado y parece que tienen un restaurante más grande en Ponzano, sin duda tenemos que probarlo).

Al fondo, al lado de la entrada a la cocina, hay un espacio en el que justo caben dos mesas y en una de ellas nos acomodamos, apretados pero expectantes. Os aseguro que al final de la cena lo que menos nos importaba era el espacio, la comida y el vino ayudaron bastante.

Cuando a una persona le gusta lo que hace se le nota enseguida, porque lo transmite sin darse cuenta. Tuvimos la suerte de que nos atendiera una chica de 10, no recuerdo su nombre. Nos describió cada plato con tanta minuciosidad e intensidad, siempre con la sonrisa en los labios, que nos convenció a todos al instante de lo que debíamos pedir. Si visitáis la taberna no dudéis en poneros en sus manos, acertamos dejándonos aconsejar.

Decidimos compartir platos para probar cuantos más mejor, y empezamos pidiendo unas mini hamburguesas de solomillo de ternera que estaban espectaculares, los cangrejos fritos, zarzuela de almejas y mejillón de roca y entraña (todo riquísimo, espectacular).

Y para finalizar, pedimos dos postres para compartir. Los elegidos fueron una mousse de queso y coulant de chocolate. ¡qué delicia terminar tan bien una comida!

En definitiva, la Taberna La Berenjena se come de maravilla a unos precios razonables con una atención de lujo y unas ganas de volver que no te las imaginas!!!

Enhorabuena!",102 contribuciones,102,Escrita el 7 de julio de 2018,"Madrid, España",Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8e/2e/59/cr8mania.jpg?w=100&h=-1&s=1
1777311180-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,La Berenjena nunca defrauda.,Rodrigo G,"Lugar pequeño y acogedor. 
Escogimos una ensalada de ventresca que estaba espectacular. El producto de primera calidad. 
He probado algunos platos de la carta y a cada cual mejor que el anterior. 
El trato de los camareros (Sara y Sergio) es fabulosos. Muy atentos. Y súper amables. Las cañas muy bien tiradas. 
La cocina se nota que tiene el toque personal de Rebeca. Muy bien elaborada por los cocineros. 
Me encanta venir a comer a este lugar. 
Y también me gusta ir para tapear el fin de semana. 
El ambiente es muy acogedor.",6 contribuciones,6,Escrita el 21 de junio de 2018,"Cintruénigo, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5f/34/50/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5f/34/51/photo1jpg.jpg?w=300&h=-1&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5f/34/52/photo2jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/16/84/0f/rodrigo-g.jpg?w=100&h=-1&s=1
1777311180-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Taberna berenjena,Culinaria100x100,"Lugar muy acogedor.
Comimos capirotes y langostinos queso, nos encantaron, pero el trato del camarero fue espectacular. Merece la pena conocerlo tanto por comida, como por el trato del camarero.",1 contribución,1,Escrita el 21 de junio de 2018,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1
1777311180-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Pequeño & sorprendente,Claivol,"Se trata de un local pequeño y acogedor, con tan solo dos Mesas y una barra bastante grande.
El trato de las camareras es genial, cercano y atento.
La comida está increíble, los cangrejos fritos son imprescindibles, de los platos más sorprendentes que he probado. La berenjena sin embargo estuvo más floja.
Buena comida con un carácter muy de barrio.
Muy recomendable.",56 contribuciones,56,Escrita el 19 de junio de 2018,"Valencia, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/58/4d/aa/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/58/4d/ab/photo1jpg.jpg?w=300&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/58/4d/ae/photo3jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/58/4d/ac/photo2jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9e/fb/bc/claivol.jpg?w=100&h=-1&s=1
1777311180-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d4795130-Reviews-La_Berenjena-Madrid.html,Magnifico siempre,Laura M,"Desde que conocimos el sitio es nuestro favorito. Riquisimo, original, bien atendido...Es un placer ir alli. 100% recomendable!",23 contribuciones,23,Escrita el 11 de junio de 2018,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1
