web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,image,image2,image3,data15,data16,data17,data18,data19,position,data20
1776265489-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,"SI NO HABÉIS IDO, NO SÉ A QUÉ ESPERAIS",LadyM,"--Pues lo dicho en el título; TENÉIS QUE IR AL 100%!!!! NO OS VA A DEFRAUDAR.

Solo un consejo, que no es una pega: Llevad efectivo, porque no tienen datáfono (por ahora), PERO tampoco pasa nada teniendo en cuenta que os va a merecer la pena, en serio ;D

--Relación calidad-precio: EXCELENTE!!!! Al principio ves que cuesta la tostá que yo pedí (os la digo abajo) 10 euros PERO, cuando se dice que no juzgues por la apariencia, aquí es cierto, porque cuando te llega entiendes que incluso esos 10 euros son poco para lo que vas a comer. Y con lo que comimos salimos prácticamente cenados.

--A mi me lo recomendaron mis vecinos y ha sido un descubrimiento sorprendentemente bueno y más que bueno, no sé cómo no fui cuando me dijeron ""este sitio tiene todo lo que te gusta"", pero a mi y a los demás.  Y para ser Martes, al contrario que otros restaurantes, este, ESTABA LLENO!!!!! Entramos teniendo suerte con sitio y salimos con que el local con todas las mesas llenas incluso la de fuera. Por algo será cuando en periodo laboral y de tarde-noche, se llena un restaurante. 

--La atención de los camarer@s de 10,súper amables, atentos y con una sonrisa :D Tienen un buen rollo que que lo contagian.

--La decoración me encantó y muy muy limpito, que se agradece y no en todos los restaurantes se puede decir esto(esto no lo digo por Covid, que la higiene viene de antes en general jajaja)

--Y las tostas que comimos... pfffffff...mi chico eligió la de jamón (la probé y buenisima) pero yo me pedí de Solomillo con foie y benditoooo seaa!!! Es de estos platos que te gustan tanto que te quedas pensando en el hasta el día siguiente. Un sabor brutal, bien cocinado el solomillo y en su punto, y un buen trozo de pan rico rústico Gigante (mejor)...Así que mi enhorabuena a los  cociner@s porque comí de maravilla. REPITO lo de arriba; 10 euros para esta pedazo tosta (grande desde mi muñeca al codo) y que no son ""ratas"" como en otros restaurantes con el Foie, que a los que amamos el Foie, aquí te dejan disfrutarlo porque tienes foie por cada Solomillo y encima con su reducción de pedro ximenez bien hecho. Osea esto tenéis que pedirlo!!!

Así que por mi parte y por la de mi novio,  nos vais a volver a ver dentro de muy poquito porque nos ha encantado y solo fuimos de picoteo, la próxima iremos para cenar porque no pasaron desapercibidas las pizzas de los otros clientes y esas croquetas que tenéis hay que darles El visto bueno ;)  Pero lo que tengo claro es que la tostá de Solomillo con Foie la vuelvo a pedir!!!!!!!

Gracias por abrirnos el apetito de esa manera tan deliciosa 

HABÉIS HECHO UN GRAN TRABAJO!!!!! NO CERRÉIS NUNCA POR FAVOR :'D",25 contribuciones,25.0,Escrita el 15 de diciembre de 2021,"Madrid, España",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/9b/e0/8d/tinto-y-tapas-san-pedro.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/94/avatar020.jpg?w=100&h=-1&s=1,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,1.0
1776265489-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,INCREÍBLE,Kevin P,"Comida 10
Servicio 10
Establecimiento 10

Un lugar cómodo y acogedor para llevar a familia y amigos.

La comida está buenísima y los precios bastante buenos para la calidad que se ofrece.

Super recomendado.",1 contribución,1.0,Escrita el 13 de diciembre de 2021,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2.0
1776265489-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Genial,Marcia,Todo genial las pizzas y las empanadas buenísimas !!!! Y ellos súper amables y simpáticos !!! Lo recomiendo 100 x 100 🤗  voy  a ir siempre que pueda !!,1 contribución,1.0,Escrita el 1 de diciembre de 2021,"Madrid, España",,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2.0
1776265489-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Cena inolvidable,david,"Fuimos 6 personas a comer,probamos las tostas,empanadas y pizzas la comida fue expectacular y salio rapida, la atencion fue increiblemente bien y educada",2 contribuciones,2.0,Escrita el 24 de noviembre de 2021,"Madrid, España",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/73/4a/7d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,2.0
1776265489-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,,,,,,,,Explora ahora,Descubre Marruecos,Este contenido está patrocinado por Morocco. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Marruecos,,Patrocinado por Morocco,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fb/25/a5/caption.jpg?w=400&h=400&s=1,,,,,,,,,
1776265489-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Comida y servicio de calidad,Marina R,"Muy buena comida a un módico precio. Pedimos dos pizzas (muy contundentes),  croquetas, empanadas y tostas. El sitio es pequeño pero acogedor y el servicio genial, personal muy atento. A destacar de lo que pedimos: pizza napolitana, pizza con salmón, croquetas de cecina y tosta de pollo. Volveremos seguro!",3 contribuciones,3.0,Escrita el 16 de noviembre de 2021,"Madrid, España",,,,,Escrita el 18 de noviembre de 2021,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2.0
1776265489-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Muy bueno todo.,Sergi M,"Muy bueno todo, muy contento. Empanadas y tostadas de calidad y muy buenas. Atención al cliente inmejorable. Lo recomiendo.",12 contribuciones,12.0,Escrita el 6 de noviembre de 2021,"Barcelona, España",,,,,Escrita el 7 de noviembre de 2021,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2.0
1776265489-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Recomendado,Paula G,"Gran variedad de empanadas y tostas, pudimos compartir y cada cosa más buena que la anterior! 
Repetiremos sin duda",1 contribución,1.0,Escrita el 24 de octubre de 2021,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,2.0
1776265489-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Siempre es un acierto,ElDeLaCorbata,"Personal amable, buena ubicación, establecimiento con encanto, buen producto y buen trato al mismo. En resumen, un buen local al que ir a tomar algo o comer / cenar. Recomendable.",212 contribuciones,212.0,Escrita el 7 de octubre de 2021,"Huesca, España",,,,,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/93/a4/1d/marcosj1986.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,2.0
1776265472-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,El mejor rincón de Madrid,Max K,"Vine el año pasado con mi pareja y nos encantó, he vuelto esta vez con un amigo y ha sido igual de bueno todo o incluso mejor!! Las Croquetas de chipirones, la pizza Diavola, el jamón y las empanadas de carne y queso y cebolla ... increíble todo! Cuando vuelva a Madrid vendré otra vez sin duda alguna. El trato de los camareros es espectacular, te hacen sentir como en casa.",2 contribuciones,Escrita el 17 de enero de 2023,2 contribuciones,2,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,1,,,
1776265472-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,"CHOQUANTE, UNA VERGÜENZA, UN DESASTRE",Marion L,"Lo peor llega después...

Comida muy cara por la baja calidad de los productos.
Ni tapas, y poco vino (el nombre del restaurante engaña).
Mi amiga no puede comer ni aceite balsámico, ni tomate por cuestiones de salud. Pidió una ensalada, lo solución mas sencilla para el cocinero: puede poner otro ingrediente en vez de los tomates, y ya esta!
La ensalada de queso de cabra llego (costaba 8€). Un plato lleno de lechuga con trozos de queso de cabra (de calidad muy baja, parecían del supermercado). Nada mas. NADA mas. OCHO EUROS.
Cuando se había preguntado al camarero cambiar el tomate por otro ingrediente, parecía ser un problema. Después hemos entendido porque...llegó el dueño, una persona muy prepotente. No quería poner otra cosa en la ensalada. En la carta estaba escrito 'almendras' y tampoco estaban. En tres personas hemos tenido que insistir porque esta ensalada era de verdad una vergüenza y al final ha añadido unas almendras...No lo podíamos creer, nos trató muy mal. Ademas, aceptan solo efectivo. Quien sabe porque...

Nos encanta Madrid y España en general, y sinceramente, NUNCA hemos tenido una experiencia tan fea.

Ademas, el camarero parecía asustado cuando pedimos que cambie un ingrediente. Si su jefe trata a sus empleados como a sus clientes, podemos entender por qué.",4 contribuciones,Escrita el 2 de enero de 2023,"París, Francia",4,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,
1776265472-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Todo excelente.,Juan de Dios R,Probamos todas las empanadas y ninguna decepcionó. Los camareros muy atentos y serviciales. Volveremos!,1 contribución,Escrita el 24 de diciembre de 2022,1 contribución,1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,
1776265472-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Excelente.,John R,"De lujo, tanto la comida como el servicio. Pedimos unas tostas de solomillo que estaban espectaculares. Sitio recomendable al 100%",1 contribución,Escrita el 8 de diciembre de 2022,1 contribución,1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,
1776265472-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12500357-Reviews-Tinto_Y_Tapas_Principe-Madrid.html,Tremendo solomillo,Diego sanz,"Un servicio de de 10  la comida estaba riquisima y el sitio es espectacular en la zona de Madrid preciosa, buenisimos camareros mejores personas.",2 contribuciones,Escrita el 5 de diciembre de 2022,2 contribuciones,2,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/31/cc/3d/tinto-y-tapas-san-pedro.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,
